config,Level,Field,Type,N,ExactAcc,Precision,Recall,F1,HallucinationRate,MissRate_N,MissRate_validGold,N_valid,BothNull,MAE,RMSE,TolAcc_0,TolAcc_0.5,TolAcc_1.0,TolAcc_1.5,TolAcc_2.0,Accuracy,MacroF1,Kappa,AUROC,TolAcc_1,TolAcc_2,TolAcc_3,TolAcc_4,TolAcc_5,ReportExactMatch,ReportExactCount,OverallAverage_4Q,OverallAverage_ref
Llama3.1-8B_FewShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.042,0.0421,455.0,0.0,,,,,,,,0.9868,0.8716,0.7437,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,Staging,categorical,476,,,,,0.0042,0.063,0.0637,441.0,3.0,,,,,,,,0.6735,0.2974,0.4956,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0441,0.0441,455.0,0.0,0.033,0.3477,0.9868,,,,,,,,,0.9912,0.9956,0.9978,0.9978,0.9978,,,,
Llama3.1-8B_FewShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0567,0.0567,449.0,0.0,0.1737,2.1336,0.9844,,,,,,,,,0.9866,0.9889,0.9889,0.9911,0.9955,,,,
Llama3.1-8B_FewShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.2185,104.0,85.5305,85.5175
Llama3.1-8B_CoT_KSP,field,TumorLocation,array,476,0.3613,0.5892,0.5822,0.5857,0.4108,0.2416,0.2416,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,TumorCircumference,array,476,0.5105,0.7156,0.5981,0.6516,0.2844,0.3592,0.3662,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,TumorSize,numeric,476,,,,,0.0,0.2626,0.2643,348.0,3.0,0.4842,2.4758,0.9511,0.9511,0.9569,0.9569,0.9569,,,,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,Histologic_type,array,476,0.3508,0.5,0.4754,0.4874,0.5,0.2458,0.2458,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.2479,0.2479,358.0,0.0,,,,,,,,0.9637,0.7254,0.9357,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,Differentiation,array,476,0.3992,0.5051,0.4808,0.4926,0.4949,0.2164,0.2482,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.25,0.2511,355.0,2.0,1.3051,22.213,0.9549,0.9634,0.9634,0.9634,0.969,,,,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.2584,0.2589,352.0,1.0,2.3568,42.3797,0.9659,0.9744,0.9744,0.9773,0.9801,,,,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,LymphovascularInvasion,binary,476,,,,0.8747,0.0021,0.2269,0.2274,367.0,0.0,,,,,,,,0.861,,,0.8739,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,PerineuralInvasion,binary,476,,,,0.9706,0.0021,0.2332,0.2337,364.0,0.0,,,,,,,,0.9835,,,0.9714,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,T_stage,categorical,476,,,,,0.0042,0.2269,0.2283,365.0,1.0,,,,,,,,0.9479,0.5508,0.9303,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,N_stage,categorical,476,,,,,0.0042,0.2332,0.2342,363.0,0.0,,,,,,,,0.9835,0.6915,0.9657,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,M_stage,categorical,476,,,,,0.0,0.2227,0.2232,369.0,1.0,,,,,,,,0.9837,0.8594,0.7195,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,Staging,categorical,476,,,,,0.0084,0.2332,0.2357,360.0,1.0,,,,,,,,0.6306,0.1847,0.4119,,,,,,,,,,
Llama3.1-8B_CoT_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.2563,0.2563,354.0,0.0,0.0819,0.9343,0.9887,,,,,,,,,0.9887,0.9915,0.9944,0.9944,0.9944,,,,
Llama3.1-8B_CoT_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.3193,0.3193,324.0,0.0,0.1636,1.5743,0.9815,,,,,,,,,0.9846,0.9846,0.9846,0.9877,0.9907,,,,
Llama3.1-8B_CoT_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0336,16.0,62.7363,74.6038
Gemma3-12B_ZeroShot_KSP,field,TumorLocation,array,476,0.6933,0.776,0.9465,0.8528,0.224,0.0294,0.0294,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,TumorCircumference,array,476,0.7857,0.8694,0.8038,0.8353,0.1306,0.1239,0.1263,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.0567,0.0571,446.0,3.0,0.4433,1.9915,0.8655,0.9081,0.9238,0.9439,0.9507,,,,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,Histologic_type,array,476,0.6891,0.6817,0.8996,0.7756,0.3183,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0693,0.0693,443.0,0.0,,,,,,,,0.9932,0.7487,0.9868,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,Differentiation,array,476,0.5105,0.5274,0.7163,0.6075,0.4726,0.0441,0.0506,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.0735,0.0738,439.0,2.0,0.0239,0.2844,0.9909,0.9932,0.9932,0.9932,0.9932,,,,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0525,0.0526,450.0,1.0,0.104,0.6551,0.9644,0.9689,0.9689,0.9711,0.98,,,,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.9036,0.0,0.0399,0.04,456.0,1.0,,,,,,,,0.8882,,,0.8984,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,PerineuralInvasion,binary,476,,,,0.9961,0.0,0.063,0.0632,445.0,1.0,,,,,,,,0.9978,,,0.9961,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,T_stage,categorical,476,,,,,0.0,0.0399,0.0402,454.0,3.0,,,,,,,,0.9802,0.9466,0.9736,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0336,0.0338,458.0,0.0,,,,,,,,0.9956,0.825,0.9909,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.0021,0.0021,474.0,0.0,,,,,,,,0.9831,0.8418,0.6841,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,Staging,categorical,476,,,,,0.0021,0.5231,0.5287,222.0,4.0,,,,,,,,0.7342,0.2594,0.4131,,,,,,,,,,
Gemma3-12B_ZeroShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0336,0.0336,460.0,0.0,0.2065,1.8303,0.9804,,,,,,,,,0.9826,0.9848,0.9891,0.9891,0.9891,,,,
Gemma3-12B_ZeroShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0483,0.0483,453.0,0.0,0.34,2.0737,0.9272,,,,,,,,,0.9448,0.9713,0.9735,0.9823,0.989,,,,
Gemma3-12B_ZeroShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0924,44.0,82.4317,83.8531
Gemma3-12B_FewShot_KSP,field,TumorLocation,array,476,0.8214,0.8953,0.897,0.8961,0.1047,0.0651,0.0651,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,TumorCircumference,array,476,0.7983,0.9488,0.7698,0.85,0.0512,0.1576,0.1606,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.0609,0.0613,444.0,3.0,0.3923,2.2109,0.955,0.955,0.9595,0.9662,0.9662,,,,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,Histologic_type,array,476,0.7353,0.7554,0.8545,0.8019,0.2446,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0651,0.0651,445.0,0.0,,,,,,,,0.991,0.6656,0.9826,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,Differentiation,array,476,0.5504,0.5885,0.7115,0.6442,0.4115,0.0441,0.0506,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.0735,0.0738,439.0,2.0,0.031,0.3973,0.9909,0.9932,0.9932,0.9932,0.9932,,,,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0651,0.0653,444.0,1.0,0.0613,0.5459,0.9797,0.9842,0.9842,0.9865,0.9887,,,,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.9579,0.0,0.105,0.1053,425.0,1.0,,,,,,,,0.9506,,,0.9494,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,PerineuralInvasion,binary,476,,,,0.9961,0.0,0.0651,0.0653,444.0,1.0,,,,,,,,0.9977,,,0.9961,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,T_stage,categorical,476,,,,,0.0,0.0399,0.0402,454.0,3.0,,,,,,,,0.9824,0.8121,0.9765,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.042,0.0422,454.0,0.0,,,,,,,,0.9956,0.825,0.9909,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,M_stage,categorical,476,,,,,0.0,0.0651,0.0653,444.0,1.0,,,,,,,,0.9797,0.8281,0.6563,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,Staging,categorical,476,,,,,0.0021,0.3403,0.3439,309.0,4.0,,,,,,,,0.7864,0.274,0.4799,,,,,,,,,,
Gemma3-12B_FewShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0504,0.0504,452.0,0.0,0.0133,0.1629,0.9934,,,,,,,,,0.9934,1.0,1.0,1.0,1.0,,,,
Gemma3-12B_FewShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0525,0.0525,451.0,0.0,0.1353,0.9239,0.9512,,,,,,,,,0.9667,0.9889,0.9889,0.9933,0.9978,,,,
Gemma3-12B_FewShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.1597,76.0,84.7558,84.1606
Gemma3-12B_CoT_KSP,field,TumorLocation,array,476,0.6723,0.8501,0.7861,0.8169,0.1499,0.1933,0.1933,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,TumorCircumference,array,476,0.6786,0.8958,0.6811,0.7738,0.1042,0.2542,0.2591,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,TumorSize,numeric,476,,,,,0.0,0.2017,0.203,377.0,3.0,0.5597,2.2737,0.8568,0.8939,0.9019,0.9284,0.9363,,,,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,Histologic_type,array,476,0.6282,0.7722,0.7295,0.7503,0.2278,0.1954,0.1954,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.1975,0.1975,382.0,0.0,,,,,,,,0.9869,0.9014,0.9719,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,Differentiation,array,476,0.5084,0.583,0.6418,0.611,0.417,0.1366,0.1566,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.2038,0.2046,377.0,2.0,0.0729,0.6707,0.9814,0.9841,0.9867,0.9867,0.9867,,,,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.2038,0.2042,378.0,1.0,0.0942,0.6934,0.9762,0.9762,0.9762,0.9788,0.9841,,,,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,LymphovascularInvasion,binary,476,,,,0.9049,0.0021,0.187,0.1874,386.0,0.0,,,,,,,,0.8938,,,0.9047,,,,,,,,,
Gemma3-12B_CoT_KSP,field,PerineuralInvasion,binary,476,,,,0.9948,0.0021,0.2017,0.2021,379.0,0.0,,,,,,,,0.9974,,,0.9948,,,,,,,,,
Gemma3-12B_CoT_KSP,field,T_stage,categorical,476,,,,,0.0,0.1849,0.186,385.0,3.0,,,,,,,,0.9818,0.8198,0.9754,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,N_stage,categorical,476,,,,,0.0021,0.1828,0.1835,387.0,1.0,,,,,,,,0.9974,0.9928,0.9943,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,M_stage,categorical,476,,,,,0.0021,0.1828,0.1832,388.0,0.0,,,,,,,,0.9871,0.7695,0.5403,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,Staging,categorical,476,,,,,0.0021,0.2458,0.2484,354.0,4.0,,,,,,,,0.6469,0.2129,0.3862,,,,,,,,,,
Gemma3-12B_CoT_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.1828,0.1828,389.0,0.0,0.0103,0.1603,0.9949,,,,,,,,,0.9974,0.9974,1.0,1.0,1.0,,,,
Gemma3-12B_CoT_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.1954,0.1954,383.0,0.0,0.2324,1.6279,0.9556,,,,,,,,,0.9687,0.9713,0.9765,0.9843,0.9896,,,,
Gemma3-12B_CoT_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.1282,61.0,72.3608,83.5688
Qwen2.5-7B_ZeroShot_KSP,field,TumorLocation,array,476,0.8298,0.8579,0.9089,0.8827,0.1421,0.0168,0.0168,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,TumorCircumference,array,476,0.7878,0.8314,0.8189,0.8251,0.1686,0.0588,0.06,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.0567,0.0571,446.0,3.0,0.4334,2.2395,0.9193,0.9417,0.9507,0.9596,0.9619,,,,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,Histologic_type,array,476,0.7248,0.7335,0.7951,0.763,0.2665,0.0273,0.0273,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0336,0.0336,460.0,0.0,,,,,,,,0.9565,0.404,0.9185,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,Differentiation,array,476,0.5336,0.5609,0.6971,0.6217,0.4391,0.021,0.0241,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0021,0.0735,0.0738,439.0,1.0,0.0595,0.5316,0.9841,0.9863,0.9863,0.9863,0.9863,,,,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0693,0.0695,442.0,1.0,0.0627,0.5598,0.9819,0.9842,0.9842,0.9864,0.9887,,,,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.8968,0.0021,0.0252,0.0253,463.0,0.0,,,,,,,,0.8812,,,0.8928,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,PerineuralInvasion,binary,476,,,,0.9845,0.0021,0.0252,0.0253,463.0,0.0,,,,,,,,0.9914,,,0.9847,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,T_stage,categorical,476,,,,,0.0021,0.0252,0.0254,461.0,2.0,,,,,,,,0.9718,0.7278,0.9625,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0357,0.0359,457.0,0.0,,,,,,,,0.9891,0.8168,0.9774,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9853,0.8562,0.713,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,Staging,categorical,476,,,,,0.0063,0.0378,0.0382,453.0,2.0,,,,,,,,0.6932,0.2814,0.5227,,,,,,,,,,
Qwen2.5-7B_ZeroShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0357,0.0357,459.0,0.0,0.0131,0.1746,0.9935,,,,,,,,,0.9956,0.9978,1.0,1.0,1.0,,,,
Qwen2.5-7B_ZeroShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0483,0.0483,453.0,0.0,2.0905,8.0855,0.8411,,,,,,,,,0.8786,0.9007,0.9051,0.9117,0.9205,,,,
Qwen2.5-7B_ZeroShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.187,89.0,85.6092,80.4281
Qwen2.5-7B_FewShot_KSP,field,TumorLocation,array,476,0.8277,0.8726,0.895,0.8837,0.1274,0.0546,0.0546,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,TumorCircumference,array,476,0.7794,0.8482,0.8226,0.8352,0.1518,0.0945,0.0964,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.063,0.0634,443.0,3.0,0.4819,2.1485,0.8713,0.8984,0.9278,0.9413,0.9526,,,,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,Histologic_type,array,476,0.7479,0.776,0.7951,0.7854,0.224,0.0441,0.0441,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0546,0.0546,450.0,0.0,,,,,,,,0.9867,0.7074,0.9748,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,Differentiation,array,476,0.5483,0.5814,0.6779,0.626,0.4186,0.0357,0.041,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.0756,0.0759,438.0,2.0,0.039,0.4315,0.9886,0.9909,0.9909,0.9909,0.9909,,,,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0714,0.0716,441.0,1.0,0.061,0.5487,0.9819,0.9841,0.9841,0.9864,0.9887,,,,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.9535,0.0,0.1092,0.1095,423.0,1.0,,,,,,,,0.9456,,,0.9444,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,PerineuralInvasion,binary,476,,,,0.9921,0.0,0.042,0.0421,455.0,1.0,,,,,,,,0.9956,,,0.9922,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,T_stage,categorical,476,,,,,0.0021,0.0399,0.0402,454.0,2.0,,,,,,,,0.9802,0.6597,0.9736,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0357,0.0359,457.0,0.0,,,,,,,,0.9934,0.7069,0.9863,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.0063,0.0063,472.0,0.0,,,,,,,,0.9852,0.8562,0.713,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,Staging,categorical,476,,,,,0.0063,0.0378,0.0382,453.0,2.0,,,,,,,,0.7064,0.2892,0.5377,,,,,,,,,,
Qwen2.5-7B_FewShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0357,0.0357,459.0,0.0,0.0131,0.1746,0.9935,,,,,,,,,0.9956,0.9978,1.0,1.0,1.0,,,,
Qwen2.5-7B_FewShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0546,0.0546,450.0,0.0,2.7956,9.3174,0.8311,,,,,,,,,0.8578,0.8689,0.8733,0.88,0.8933,,,,
Qwen2.5-7B_FewShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.1912,91.0,85.2022,81.4575
Qwen2.5-7B_CoT_KSP,field,TumorLocation,array,476,0.4433,0.8745,0.4693,0.6108,0.1255,0.4895,0.4895,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,TumorCircumference,array,476,0.3929,0.7391,0.417,0.5332,0.2609,0.5,0.5096,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,TumorSize,numeric,476,,,,,0.0,0.5147,0.518,228.0,3.0,0.4787,2.2743,0.8947,0.9211,0.943,0.9518,0.9561,,,,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,Histologic_type,array,476,0.3613,0.7061,0.3791,0.4933,0.2939,0.4895,0.4895,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.4895,0.4895,243.0,0.0,,,,,,,,0.9383,0.6715,0.8936,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,Differentiation,array,476,0.3235,0.5301,0.3389,0.4135,0.4699,0.4286,0.4916,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.5231,0.5253,225.0,2.0,0.0396,0.3984,0.9867,0.9911,0.9911,0.9911,0.9911,,,,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.5231,0.5242,226.0,1.0,0.0801,0.6567,0.9779,0.9779,0.9779,0.9823,0.9867,,,,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,LymphovascularInvasion,binary,476,,,,0.8809,0.0,0.4853,0.4863,244.0,1.0,,,,,,,,0.8648,,,0.8778,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,PerineuralInvasion,binary,476,,,,0.9618,0.0,0.4916,0.4926,241.0,1.0,,,,,,,,0.9793,,,0.9632,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,T_stage,categorical,476,,,,,0.0042,0.4895,0.4926,240.0,1.0,,,,,,,,0.9417,0.6999,0.9233,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,N_stage,categorical,476,,,,,0.0021,0.4853,0.4873,243.0,1.0,,,,,,,,0.9794,0.9556,0.9565,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,M_stage,categorical,476,,,,,0.0021,0.479,0.48,247.0,0.0,,,,,,,,0.9757,0.7795,0.5613,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,Staging,categorical,476,,,,,0.0063,0.4832,0.4883,241.0,2.0,,,,,,,,0.6307,0.1639,0.4327,,,,,,,,,,
Qwen2.5-7B_CoT_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.4979,0.4979,239.0,0.0,0.2134,2.1773,0.9874,,,,,,,,,0.9874,0.9874,0.9874,0.9874,0.9874,,,,
Qwen2.5-7B_CoT_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.5021,0.5021,237.0,0.0,2.2532,7.4844,0.8354,,,,,,,,,0.8439,0.865,0.865,0.8776,0.8945,,,,
Qwen2.5-7B_CoT_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0609,29.0,44.157,74.415
Med42-8B_ZeroShot_KSP,field,TumorLocation,array,476,0.166,0.4162,0.6495,0.5073,0.5838,0.0462,0.0462,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,TumorCircumference,array,476,0.7542,0.814,0.7264,0.7677,0.186,0.063,0.0642,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.1029,0.1036,424.0,3.0,0.4085,2.2708,0.9575,0.9575,0.9623,0.9646,0.9646,,,,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,Histologic_type,array,476,0.416,0.4004,0.4529,0.425,0.5996,0.0441,0.0441,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0483,0.0483,453.0,0.0,,,,,,,,0.9669,0.4434,0.9373,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,Differentiation,array,476,0.4433,0.4545,0.5168,0.4837,0.5455,0.0378,0.0434,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.0525,0.0527,449.0,2.0,2.1871,30.4367,0.951,0.9555,0.9577,0.9577,0.9621,,,,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0672,0.0674,443.0,1.0,1.9126,37.7819,0.9639,0.9684,0.9684,0.9729,0.9819,,,,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.9221,0.0021,0.0966,0.0968,429.0,0.0,,,,,,,,0.9114,,,0.9154,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,PerineuralInvasion,binary,476,,,,0.9769,0.0021,0.0378,0.0379,457.0,0.0,,,,,,,,0.9869,,,0.9774,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,T_stage,categorical,476,,,,,0.0042,0.0147,0.0148,466.0,1.0,,,,,,,,0.9399,0.2944,0.921,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0105,0.0105,469.0,0.0,,,,,,,,0.9787,0.5386,0.9558,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.0105,0.0105,470.0,0.0,,,,,,,,0.9809,0.4275,0.658,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,Staging,categorical,476,,,,,0.0105,0.0126,0.0127,465.0,0.0,,,,,,,,0.5978,0.0611,0.3998,,,,,,,,,,
Med42-8B_ZeroShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0147,0.0147,469.0,0.0,0.1407,1.57,0.9808,,,,,,,,,0.9829,0.9851,0.9915,0.9936,0.9936,,,,
Med42-8B_ZeroShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0567,0.0567,449.0,0.0,0.1203,1.2628,0.9822,,,,,,,,,0.9844,0.9866,0.9866,0.9911,0.9955,,,,
Med42-8B_ZeroShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147,7.0,77.9674,66.8663
Med42-8B_FewShot_KSP,field,TumorLocation,array,476,0.6933,0.7766,0.7089,0.7412,0.2234,0.0987,0.0987,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_FewShot_KSP,field,TumorCircumference,array,476,0.7584,0.9068,0.734,0.8113,0.0932,0.1618,0.1649,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_FewShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.1366,0.1374,408.0,3.0,0.4228,2.3147,0.9583,0.9583,0.9608,0.9632,0.9632,,,,,,,,,,,,,
